id,artist,title,duration,date,url,lyrics_id,genre_id
456239540,Local H,Toxic,174,1477328925,https://psv4.vk.me/c611222/u262114884/audios/f9f14c0518c8.mp3?extra=KcohyAeWh80MDKAUAq2cx34lAkniZCZI2VQA80_orJOSJXmdNQ9_Y2EYWadSTRneUCqwXXu_TxQx4u_3uZmHUlhNwCgDpva9Ni79OWqkl05pXalcB8Ve8jFANJp0RELYirDMpd4eXHK1,0,18
456239539,Of The Wand And The Moon,Sunspot,428,1477319292,https://psv4.vk.me/c4686/u39584618/audios/0853df121973.mp3?extra=7JOs2qXuM2Oo9FxoqyM5-BdxI8H5Nd5XZuWI2KlPX7XvARBc6ifGnqpzpZfUaJnGPQIA5PXiF2UqD9DVkjW1envB5jN0IzcCOCpPzVxSFzIYXXFb1gQDQp3udlSa5WprMNDI6G6DrJEf,19880090,18
456239538,Asteroid,Wolf a Snake,390,1476910562,https://cs7-2v4.vk-cdn.net/p9/d916484832e40a.mp3?extra=fha56zy1t9ndRyDCiVmU3Wg3AAg3CBGzvFTjMPFQS5kndvBsKGIiu2f7kYyhcXwD7Ik90dcVhJQfJrTTM6mXKZSOP_Wy_zjTSSD2nugf9NiM-CGCgttZ5xIuZp0_xiCmU3obZ719WjMY,0,0
456239537,Asteroid,Last Days,341,1476910556,https://cs7-2v4.vk-cdn.net/p18/385b6893ed24fc.mp3?extra=fWu7eHEVHo1KB9rEd5oE8QbbrfyhvhPoC6MN-D3ig7cu_4H2I_mAZijPIuCvkavURW2tC9R0HVhXh1KLVqh7Fr6j-kMYxrbTjl9wU3NMWoKssIUkYFMh-yboNqPnS6RNwAagVjucgRDc,0,0
456239536,Asteroid,Pale Moon,372,1476910555,https://cs7-1v4.vk-cdn.net/p2/0fa21ded7ba1df.mp3?extra=BTlFtkkwsUmNhWUMZZ1brNMYq7knzXbgmj4KU-wUIELuj247iKRvG3xvDrBxwvaXlpoFgexrF_CC8BVAEIvWFkGtX9m-N0Mqbx104QlXtI0wsSFTsPyVup4bGZIqQ7Yf6AfRe4XDR3RS,0,0
456239531,Tool,Sober,306,1476904051,https://cs7-4v4.vk-cdn.net/p4/e2b3c4c58cfe71.mp3?extra=m0c4PlouvV7QFYJPJXvZqNd6vIxd1Bq0Ifo2c0XeHgAzhtbQPIki0oPpAR9T44A-rhwFOVJlnBFn529pMYai6KQ1jExjZOPs_zYDKLXjZ6oHl0EhmBedv7Cy6VOIUaYzMsdTICqQ3Y1j,5527539,18
456239527,dance with the dead.,Adromeda,300,1476782001,https://cs7-3v4.vk-cdn.net/p1/4e94f06dd935fb.mp3?extra=H7wGCM-8sG1TygqO-R1-0SkD7jqm8TquTxRfy7BvEy0hlz8XXc1WGVQitSRiPshrNlRqMp64zLfLU3nVsvqXltfhkoeJjduE4RDJTyNkHQwy8dRr9EHVCsVNPBk7BmgaUAC-zMJN16YK,0,1001
456239526,Eldiarn,Русская Водка,263,1476781725,https://cs7-3v4.vk-cdn.net/p20/480852e186b586.mp3?extra=2QjzvvMvmP7RwkV1r_qwW9qo8O9WV9jXUNM3mcGP1xrH_WAHeV10m_80IS9-6Hb42rS_CMMHxmTi_-YSwHlOa7zGdEO9OP3nLLoTiDHa1PJXhyYxvIR1ajy0ORYh0zqgE8vajflquSZ7,0,1001
456239524,Brant Bjork,Luvin',230,1476461272,https://psv4.vk.me/c611828/u345591846/audios/86ebd4eac4c1.mp3?extra=u542WVdZa_JERV_Rw3FG0s4N3A_2Ir1ESwpYni8UDHYFsf6Xn2PRr9oyzh3XpcGHsHjuXxhGKL3fpzcTlfJTLh_PIx8oD6YXyO-oJdZ34CdrIxpjjS2yPqfVlqFZEw10FZvarq1E9y53,0,1
456239523,Three Leg Dog,Wolf,322,1476460671,https://psv4.vk.me/c611928/u95306756/audios/7587fae71617.mp3?extra=T5wI-gj-C7q_RSkoK2xflFdyjO7M6NleeSpTCTm7bq2UrTW23hx7uYhc4dPsEGFNBSWCN3jab_Twnrmph1LNKmMJ_XiOzQBhlf2Yn1byDLlxulJA5-kNFGAiXo6IVVGABHYgoOQRh0Aj,0,1
