id,artist,title,album_title,artist_type,album_year,genre,mood,tempo
456239187,The Rosebuds,Boxcar,Birds Make Good Neighbours,Mixed/Mixed Duo,2005,Alternative a Punk/Indie Rock/Indie Pop,Yearning/Energetic Yearning,Medium Tempo/Medium/60s
456239177,Florence + The Machine,Girl With One Eye,Lungs,Mixed/Mixed Group,2009,Alternative a Punk/Alternative/Alternative Singer-Songwriter,Sophisticated/Smoky / Romantic,Medium Tempo/Medium/60s
456239175,Florence + The Machine,Hardest Of Hearts,Lungs: The B-Sides,Mixed/Mixed Group,2009,Alternative a Punk/Alternative/Alternative Singer-Songwriter,Sensual/Dreamy Pulse,Medium Tempo/Medium/60s
456239173,Ringo Starr,You're Sixteen,Ringo a His New All-Starr Band,Male/Male,2002,Pop/Western Pop/Singer-Songwriter,Rowdy/Ramshackle / Rollicking,Medium Tempo/Medium/60s
456239160,Echo a The Bunnymen,Lost On You,What Are You Going To Do With Your Life,Male/Male Group,1999,Alternative a Punk/Indie Rock/Original Post-Punk,Empowering/Powerful / Heroic,Medium Tempo/Medium Slow/60s
456239148,M83,Go! (Featuring Mai Lan),Junk,Mixed/Mixed Group,2016,Alternative a Punk/Indie Rock/Dream Pop,Brooding/Dreamy Brooding,Medium Tempo/Medium Slow/60s
456239139,Katie Melua,All Over The World,Secret Symphony,Female/Female,2012,Pop/Western Pop/Adult Contemporary,Sensual/Soft Soulful,Medium Tempo/Medium/60s
456239138,Egor Grushin,Essential,Once,"",2016,Classical/Other Classical/General Classical,Brooding/Dreamy Brooding,Medium Tempo/Medium/60s
456239135,Egor Grushin,Kaisermarsch,Dominicano,"",2015,Alternative a Punk/Alternative/Alternative Rock,Melancholy/Wistful / Forlorn,Medium Tempo/Medium Slow/60s
456239134,Egor Grushin,Beginning,Dominicano,"",2015,Alternative a Punk/Alternative/Alternative Rock,Melancholy/Light Melancholy,Medium Tempo/Medium/60s
456239122,Kadebostany,Walking With A Ghost,Pop Collection,Mixed/Mixed Group,2013,Alternative a Punk/Indie Rock/Indie Pop,Sophisticated/Smoky / Romantic,Medium Tempo/Medium Slow/60s
456239111,The Puppini Sisters,Wuthering Heights,Betcha Bottom Dollar,Female/Female Group,2006,Jazz/Jazz Vocals/Jazz Vocals,Sophisticated/Suave / Sultry,Medium Tempo/Medium Slow/60s
456239107,Florence + The Machine,What The Water Gave Me,Ceremonials,Mixed/Mixed Group,2011,Alternative a Punk/Alternative/Alternative Singer-Songwriter,Brooding/Dreamy Brooding,Medium Tempo/Medium Slow/60s
456239094,Halsey,Control,Badlands [Deluxe],Female/Female,2015,Electronica/Electronica Mainstream/Pop Electronica,Melancholy/Sad / Soulful,Medium Tempo/Medium Slow/60s
456239093,Diana Vickers,The Boy Who Murdered Love,Songs From The Tainted Cherry Tree,Female/Female,2010,Pop/Western Pop/Adult Alternative Pop,Brooding/Dreamy Brooding,Medium Tempo/Medium Slow/60s
456239062,Jason Mraz,Plane,Mr. A-Z,Male/Male,2005,Pop/Western Pop/Adult Alternative Pop,Sophisticated/Smoky / Romantic,Medium Tempo/Medium Slow/60s
456239051,Erlend Øye,Estate,Estate,Male/Male,2015,Alternative a Punk/Indie Rock/Indie Pop,Gritty/Depressed / Lonely,Medium Tempo/Medium/60s
456239049,Heidevolk,Deemstering,Uit Oude Grond,Male/Male Group,2012,Rock/Metal/Black Metal,Somber/Enigmatic / Mysterious,Medium Tempo/Medium/60s
456239039,Hooverphonic,Amalfi,Reflection,Mixed/Mixed Group,2013,Electronica/Downtempo Lounge a Ambient/General Downtempo,Empowering/Dramatic Emotion,Medium Tempo/Medium/60s
456239035,Caravan Palace,Violente Valse,Caravan Palace,Mixed/Mixed Group,2008,Electronica/Electronica Fusion/Ethno-Lounge Electronica,Brooding/Dreamy Brooding,Medium Tempo/Medium Slow/60s
456239025,Die Antwoord,Gucci Coochie,Mount Ninji And Da Nice Time Kid,Mixed/Mixed Group,2016,Urban/Western Hip-Hop/Rap/Conscious Hip-Hop/Rap,Defiant/Attitude / Defiant,Medium Tempo/Medium/60s
443991926,Explosions In The Sky,Magic Hours,How Strange Innocence,Male/Male Group,2000,Alternative a Punk/Indie Rock/Post-Rock,Melancholy/Light Melancholy,Medium Tempo/Medium/60s
432067240,Young The Giant,Cough Syrup,Young The Giant,Male/Male Group,2010,Alternative a Punk/Alternative/Alternative Rock,Empowering/Powerful / Heroic,Medium Tempo/Medium/60s
431140244,Yann Tiersen,Rue Des Cascades,C'Etait Ici [Disc 1],Male/Male,2002,Soundtrack/Original Film/TV Music/General Film Music,Melancholy/Wistful / Forlorn,Medium Tempo/Medium/60s
430376085,Die Form,Cantique,Best Of XXX [Disc 2],Mixed/Mixed Duo,2008,Alternative a Punk/Goth/Goth,Brooding/Dreamy Brooding,Medium Tempo/Medium/60s
428704221,Tarja Turunen,Victim Of Ritual,Colours In The Dark,Female/Female,2013,Rock/Metal/Progressive Metal,Brooding/Evocative / Intriguing,Medium Tempo/Medium Slow/60s
427975967,Chaos Chaos,Do You Feel It?,Committed to the Crime,Female/Female Duo,2014,Rock/Adult Alternative Rock/Adult Alternative Rock,Cool/Cool Confidence,Medium Tempo/Medium/60s
425702571,The Radio Dept.,Strange Things Will Happen,Lesser Matters,Male/Male Group,2004,Alternative a Punk/Indie Rock/Dream Pop,Romantic/Heartfelt Passion,Medium Tempo/Medium/60s
424458901,Kaleida,Think,Think,Female/Female Duo,2015,Electronica/Electronica Mainstream/Pop Electronica,Sensual/Dreamy Pulse,Medium Tempo/Medium/60s
414942060,The Radio Dept.,It's Personal,Pet Grief,Male/Male Group,2006,Alternative a Punk/Indie Rock/Dream Pop,Somber/Enigmatic / Mysterious,Medium Tempo/Medium Slow/60s
414568356,Low Roar,Friends Make Garbage (Good Friends Take It Out),Low Roar,Male/Male Group,2007,Alternative a Punk/Indie Rock/Post-Modern Art Music,Yearning/Sensitive / Exploring,Medium Tempo/Medium Slow/60s
408415423,Tim Minchin,Confessions,Ready For This ?,Male/Male,2009,Other/Comedy/Comedy,Gritty/Sober / Determined,Medium Tempo/Medium/60s
400471362,Dead Man's Bones,In The Room Where You Sleep,Dead Man's Bones,Male/Male Duo,2009,Alternative a Punk/Indie Rock/Indie Pop,Somber/Enigmatic / Mysterious,Medium Tempo/Medium/60s
